765,765,765,765,765,765,765,765,765,765,765,765,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,765,765,765,765,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,0,0,0,0,0,0,0,0,0,0,0,765
765,765,765,765,765,765,765,765,765,765,765,765,765
